,age_building,count_floors_pre_eq,height_ft_pre_eq,plinth_area_sq_ft,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,condition_post_eq,has_geotechnical_risk,has_geotechnical_risk_fault_crack,has_geotechnical_risk_flood,has_geotechnical_risk_land_settlement,has_geotechnical_risk_landslide,has_geotechnical_risk_liquefaction,has_geotechnical_risk_other,has_geotechnical_risk_rock_fall,damage_grade
56826,30,2,16,700,0,2,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
71210,10,3,27,465,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2
130507,23,2,20,280,0,2,1,1,2,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
303819,25,2,14,380,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
579123,10,2,14,506,2,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
86675,5,4,36,628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417954,15,2,15,460,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,4
505488,24,3,12,168,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
445546,10,2,14,200,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
58899,30,2,17,525,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
453183,2,1,7,255,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
428742,60,2,14,188,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
527578,30,2,16,180,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
349070,30,3,20,153,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
332911,15,2,12,345,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
580543,12,2,14,336,0,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,4
135886,12,3,30,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
473587,8,2,16,315,1,2,1,2,2,3,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
578977,14,2,14,676,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
158477,35,2,18,380,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,1,4
533060,8,1,11,400,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96105,42,2,18,650,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
215460,0,2,17,390,0,3,2,2,2,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
101102,32,2,15,680,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,3
108866,50,4,22,299,0,2,1,2,2,1,0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3
371265,35,2,21,264,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
538888,22,1,17,756,1,3,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
368553,30,3,21,595,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91810,20,3,18,410,1,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
436307,3,2,18,315,2,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,4
272259,10,3,17,305,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
450466,28,2,20,442,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3
17753,23,3,20,320,0,2,2,1,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
560270,66,2,12,407,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
214166,6,2,12,311,1,3,2,2,1,3,2,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1
528160,22,1,10,729,0,1,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1
330437,2,2,20,304,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
534042,31,2,20,450,1,2,2,1,2,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
491734,2,3,16,265,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
122988,50,5,38,140,0,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
298051,3,3,21,400,0,2,2,2,2,3,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
400402,25,2,16,500,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
447451,42,3,18,340,2,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2
99427,40,2,20,326,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
422812,22,2,16,357,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3
583190,5,1,16,700,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1
332691,30,2,13,500,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
163454,60,6,50,427,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
72539,15,2,12,200,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
163691,60,4,40,300,0,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
379019,27,2,18,360,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
380239,8,2,14,660,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
502810,18,2,12,360,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
505528,22,3,18,142,0,2,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
309926,10,2,21,384,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
191781,2,2,14,312,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
336138,18,2,15,484,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
575479,58,2,10,378,2,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
409085,19,1,10,424,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
578539,19,2,14,864,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
591183,9,1,7,143,0,2,2,1,3,3,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
423078,32,2,18,254,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
256531,25,2,18,212,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
250963,23,2,15,433,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
111712,24,4,28,120,0,2,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3
37048,70,2,12,330,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
137190,32,2,14,180,1,2,1,2,2,3,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,4
399746,45,2,25,300,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
245532,6,2,15,364,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
535078,10,2,14,303,0,3,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
588934,12,2,14,470,2,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
122950,90,3,25,320,0,2,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
447281,18,2,16,315,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
545321,7,2,14,500,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
55666,25,2,18,542,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
309829,13,2,16,360,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
563340,30,2,18,576,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
508228,28,2,25,350,2,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
199005,18,2,16,845,0,3,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
523131,15,2,12,304,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
247176,7,2,14,450,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
556604,30,2,12,450,0,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,4
555306,15,3,19,280,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
364679,45,3,18,392,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
316564,32,2,17,345,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,4
187156,27,2,14,424,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
570590,4,1,14,450,0,2,1,2,1,3,0,0,1,0,0,0,0,1,1,0,0,6,1,0,0,0,1,0,0,1,2
377586,13,3,24,650,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
522947,4,2,14,458,0,1,1,0,2,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
77882,36,2,16,986,0,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
392932,20,2,18,374,0,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60886,5,2,15,598,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
383458,14,2,17,280,0,2,1,2,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
441861,12,3,21,500,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
115241,33,2,14,800,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
400823,80,2,19,200,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
92360,999,2,14,478,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
277195,25,2,14,324,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,4
484973,15,2,14,260,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
102113,40,2,16,300,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
106303,18,2,22,400,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
17606,17,3,19,305,0,2,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
547936,12,1,8,285,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
58550,20,3,21,300,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
542061,30,2,18,326,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
131346,25,2,18,500,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
264525,35,3,24,296,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
237557,15,2,12,460,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
239224,3,3,24,300,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,3
226471,6,2,25,700,0,2,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
186924,20,3,18,460,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
376013,42,2,14,400,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
503787,4,2,17,446,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
280996,20,3,20,468,0,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
411983,4,2,18,901,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1
532020,30,2,20,510,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
456980,5,1,6,475,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
39044,15,1,10,584,0,2,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
314992,1,3,18,684,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,3
353206,45,3,21,450,0,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
404405,20,3,20,300,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
237148,7,2,13,527,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,2
208789,4,2,14,322,0,3,2,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
83717,36,2,14,300,1,2,2,2,2,3,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
176018,7,2,16,240,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
461818,32,2,14,150,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,3
513447,5,2,19,432,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
184894,20,3,13,532,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
419315,10,2,11,314,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
489930,0,2,18,310,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
286503,5,3,21,305,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
484860,12,3,21,380,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
247738,30,2,12,91,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
398904,46,1,9,525,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
424085,17,1,7,497,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
445964,7,2,12,265,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2
62628,25,2,16,500,0,2,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48457,22,2,20,466,0,2,1,2,1,3,0,1,1,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,3
559332,23,3,17,510,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
403027,22,2,18,384,0,2,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,5,1,1,0,0,0,0,0,0,3
398126,19,3,20,400,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
36928,15,1,10,505,0,1,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1
144085,8,1,8,450,0,2,1,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
58976,10,2,16,150,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200909,15,2,12,260,1,2,2,2,1,3,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,3
468138,20,2,18,315,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
553530,16,2,18,150,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
263564,15,2,12,406,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
481226,72,2,12,265,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
455332,28,3,21,600,1,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
288857,10,3,21,350,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
15936,65,2,20,960,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
110253,32,5,32,513,0,2,0,0,2,2,0,0,0,0,0,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,1
337696,6,2,15,252,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,4
343594,12,3,30,434,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2
515222,31,2,17,225,0,2,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
77842,999,2,18,325,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
507464,10,2,12,90,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
37331,25,1,9,870,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
261975,3,2,16,714,0,2,2,2,1,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
148378,35,2,14,316,0,2,1,1,2,3,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
96111,40,2,18,500,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4
310919,42,3,20,383,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,4
516724,27,2,15,504,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
281728,1,3,17,312,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
315485,2,2,14,448,1,1,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,1,3
581733,41,2,14,300,0,2,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
488531,40,3,16,329,1,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
337685,11,1,10,366,0,2,2,2,3,3,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,4
358004,37,2,15,832,0,2,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
33863,5,1,10,900,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111573,41,5,35,350,0,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
485546,14,3,18,362,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
357933,10,2,18,640,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
61446,20,2,14,580,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
231307,72,2,13,364,0,2,2,2,2,3,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
325029,27,2,12,960,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
280139,25,2,14,273,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
560677,45,2,12,195,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
528230,35,1,10,729,1,2,1,2,3,3,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
144753,7,1,9,476,0,2,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2
48596,16,2,16,425,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
349643,22,2,20,372,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
451869,50,1,7,280,0,2,1,1,3,3,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,4
216576,2,2,19,392,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,2
656,39,2,15,260,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
155830,23,3,27,1152,0,2,1,2,2,3,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
254055,15,2,16,405,0,2,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,2
237041,10,2,16,300,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
19261,3,3,21,486,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
62929,18,2,14,450,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
595065,40,3,21,617,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
53232,29,2,14,383,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
44159,40,2,16,252,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
407036,13,3,24,315,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,4
567806,4,2,13,364,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
83323,4,2,12,480,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
404342,22,4,36,420,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23668,7,2,12,405,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
75891,7,2,20,420,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
556661,21,2,12,302,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,3
510466,43,2,12,214,2,2,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
130764,19,2,20,800,1,2,0,2,2,3,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
366939,22,2,16,325,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
462534,3,2,14,336,0,2,1,2,2,3,0,0,1,1,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,3
142265,10,1,9,504,1,2,1,2,3,3,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
178068,15,2,14,360,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
355133,42,2,20,406,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
83124,55,2,13,240,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
